Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02 00:00:00-05:00,37.1189095271484,38.06791289417121,36.96074168985766,37.84503936767578,148158800,0.0,0.0
2019-01-03 00:00:00-05:00,34.50436774903168,34.92135476947222,34.02986779937338,34.075401306152344,365248800,0.0,0.0
2019-01-04 00:00:00-05:00,34.63617016860271,35.59955184185719,34.46122893526052,35.530052185058594,234428400,0.0,0.0
2019-01-07 00:00:00-05:00,35.63549119262689,35.666646457936515,34.96447918093885,35.45096206665039,219111200,0.0,0.0
2019-01-08 00:00:00-05:00,35.84159340926757,36.383197798427645,35.59236221698076,36.126773834228516,164101200,0.0,0.0
2019-01-09 00:00:00-05:00,36.25618090516259,37.032638242110885,35.85836979721028,36.74026870727539,180396400,0.0,0.0
2019-01-10 00:00:00-05:00,36.546158592488844,36.898439889164045,36.15313775454998,36.85770034790039,143122800,0.0,0.0
2019-01-11 00:00:00-05:00,36.637217349297366,36.83372589564962,36.30889862668926,36.49582290649414,108092800,0.0,0.0
2019-01-14 00:00:00-05:00,36.15074575335874,36.25139703879521,35.76012003435908,35.947044372558594,129756800,0.0,0.0
2019-01-15 00:00:00-05:00,36.011742432726685,36.75943962682407,35.95901981963298,36.68275451660156,114843600,0.0,0.0
2019-01-16 00:00:00-05:00,36.6851502977608,37.35616239313096,36.66597810569631,37.13089370727539,122278800,0.0,0.0
2019-01-17 00:00:00-05:00,36.95354564970594,37.78272540703172,36.728277012761666,37.35136032104492,119284800,0.0,0.0
2019-01-18 00:00:00-05:00,37.744382832997125,37.83544981569733,37.380118558917395,37.581424713134766,135004000,0.0,0.0
2019-01-22 00:00:00-05:00,37.483171242835674,37.55985634675499,36.57490747469453,36.73786926269531,121576000,0.0,0.0
2019-01-23 00:00:00-05:00,36.94156948626985,37.178821242128286,36.354435291730624,36.886451721191406,92522400,0.0,0.0
2019-01-24 00:00:00-05:00,36.931984894324465,37.02065307954816,36.36402289626506,36.59408187866211,101766000,0.0,0.0
2019-01-25 00:00:00-05:00,37.26029562590651,37.895362047633704,36.982308026099275,37.80669021606445,134142000,0.0,0.0
2019-01-28 00:00:00-05:00,37.33458393993497,37.46399529636041,36.82413859789533,37.45680618286133,104768400,0.0,0.0
2019-01-29 00:00:00-05:00,37.44482416114142,37.89536145559903,36.93197999569927,37.06857681274414,166348800,0.0,0.0
2019-01-30 00:00:00-05:00,39.122360206407784,39.8173348208926,38.39862547457252,39.601654052734375,244439200,0.0,0.0
2019-01-31 00:00:00-05:00,39.80775688428382,40.50033645611054,39.436303362957254,39.8868408203125,162958400,0.0,0.0
